anio,nivel_riesgo,n,indice_promedio,prob_perdida_promedio,prima_comercial_promedio_USD_ha,indemnizacion_promedio_USD_ha
2025,Alto,15,-0.6351093470362906,0.5276075707057083,2912.6374660270426,3588.74499106953
2025,Bajo,5,1.4181724669872435,0.36527088800083934,2912.6374660270426,0.0
2025,Medio,5,0.20707076582569664,0.4435626079640279,2912.6374660270426,0.0
2026,Alto,9,-0.2070178151415312,0.4811337503686564,2483.4056848522146,1238.5941779602797
2026,Bajo,10,0.7983180941951705,0.3805676394998983,2483.4056848522146,0.0
2026,Medio,6,0.24217077235003415,0.4377565192953634,2483.4056848522146,0.0
2027,Alto,9,-0.2051825553155313,0.48096505390257527,2483.4056848522146,1232.904255301823
2027,Bajo,10,0.8009205150297631,0.379116942211303,2483.4056848522146,0.0
2027,Medio,6,0.24217077235003415,0.4377565192953634,2483.4056848522146,0.0
